id,category,name,brand,department,distribution_center_id,cost,retail_price
22003,Pants,Dockers Men's Iron Free D1 Slim Fit Flat Front Pant,Dockers,Men,7,22.9,44.99
22004,Pants,Scotch & Soda Men's City Chino Pant,Scotch & Soda,Men,6,49.56,120
22005,Pants,Haggar Men's C18 Slim Fit Flat Front Sport Pant,Haggar,Men,6,16.96,39.99
22006,Pants,Wrangler Men's Tall Ranger Pant,Wrangler,Men,7,24.54,53
22007,Pants,Tru-Spec 24-7 Lightweight Tactical Pants Stone,Tru-Spec,Men,2,18.99,44.07
22008,Pants,Allegra K Mens Fashion Stretchy Waist Ribbing Detail Buttons Decor Harem Pants Black W33,Allegra K,Men,9,9.62,21.37
22009,Pants,Kenneth Cole Reaction Mens Smooth Twill Flat Front Pant,Kenneth Cole REACTION,Men,1,22.27,44.99
22010,Pants,Columbia Men's Noble Falls Utility Pant,Columbia,Men,6,25.05,54.93
22011,Pants,Geoffrey Beene Men's Pleated Stretch Waist Dress Pant,Geoffrey Beene,Men,6,17.32,39.99
22012,Pants,Boulder Creek Big & Tall Side Elastic Cargo Pants,Boulder Creek,Men,8,21.27,49.94
22013,Pants,Nautica Men's 8 Wale Corduroy Flat Front Pant,Nautica,Men,8,26.84,52.83
22014,Pants,Dockers Men's Never-Iron Essential Big & Tall Khaki Pleated Pant,Dockers,Men,7,33.75,74.99
22015,Pants,Bullhead Mens Gravels Slim Fit Twill Pants,Bullhead,Men,10,22.57,49.5
22016,Pants,Dockers Men's Limited Offer Big & Tall D2 Straight Fit Khaki Pant,Dockers,Men,7,22.4,49.99
22017,Pants,Calvin Klein Sportswear Men's Slub Stripe Dylan Pant,Calvin Klein,Men,3,13.55,29.27
22018,Pants,Calvin Klein Sportswear Men's Slim Fit Refined Twill Bowery Pant,Calvin Klein,Men,3,25.91,55
22019,Pants,Perry Ellis Men's Premium Twill No Iron Flat Front Modern Fit Pant,Perry Ellis,Men,6,26.36,59.5
22020,Pants,Perry Ellis Men's Portfolio Modern Fit Flat Front Small Windowpane Pant,Perry Ellis,Men,6,10.4,25
22021,Pants,Allegra K Mens 2012 NEW Stylish Zip Fly Straight Slim Fit Trousers Medium Khaki W32,Allegra K,Men,9,7.02,15.64
22022,Pants,Concitor Men's Red Pants Linen Cotton Flat Front Slacks,Concitor,Men,2,15.24,29.95
22023,Pants,Savane Men's Micro Mini Check Pant,Savane,Men,4,12.72,29.99
22024,Pants,Kenneth Cole Men's Five Pocket Pant,Kenneth Cole,Men,6,34.75,69.5
22025,Pants,Allegra K Mens Casual Baggy Harem Tapered Hip Hop Pants Trousers Black W31,Allegra K,Men,9,6.05,12.4
22026,Pants,Ben Davis Work Pants,Ben Davis,Men,3,16.31,36.99
22027,Pants,Southpole Men's Belted Basic Cargo Pant,Southpole,Men,1,11.45,25
22028,Pants,Allegra K Men Slant Pockets Elastic Waist Baggy Harem Pants Blue W32,Allegra K,Men,9,5.84,12.35
22029,Pants,Dockers Men's Outdoor Khaki D3 Classic Fit Flat Front Pant,Dockers,Men,7,16.87,38
22030,Pants,Allegra K Mens Black 2012 NEW Stylish Buttoned Patch Baggy Harem Pants Trousers W30,Allegra K,Men,9,8.25,19.22
22031,Pants,Dockers Men's Off The Clock D2 Straight Fit Flat Front Pant,Dockers,Men,7,15.46,36.99
22032,Pants,Allegra K Men Belt Loop Multi Pockets Leisure Trousers Pants Khaki W32,Allegra K,Men,9,7.85,18.64
22033,Pants,Calvin Klein Sportswear Men's Pinstripe Dress Dylan Pant,Calvin Klein,Men,3,16.13,38.13
22034,Pants,Nautica Men's Suit Separate Pant Brown,Nautica,Men,8,35.28,79.99
22035,Pants,Men's Wrangler George Straight Cowboy Cut Casual pant,Wrangler,Men,7,15.5,34.99
22036,Pants,Dockers Men's City Khaki Slim Tapered Flat Front Pant,Dockers,Men,7,21.73,44.99
22037,Pants,Haggar Men's Mynx Heather Gabardine Plain Front Dress Pant,Haggar,Men,6,15.82,34.99
22038,Pants,IZOD Men's Hanover Straight Fit Cargo Pant,IZOD,Men,4,30.21,64
22039,Pants,Southpole Men's Basic Slim Straight Pant,Southpole,Men,1,11.65,25
22040,Pants,Calvin Klein Sportswear Men's Solid Dylan Dress Pant,Calvin Klein,Men,3,32.25,69.5
22041,Pants,Haggar Men's Metro Gab Plain Front Dress Pant,Haggar,Men,6,15.12,34.99
22042,Pants,Haggar Men's Life Khaki Slim Fit Flat Front Chino Casual Pant,Haggar,Men,6,18.2,36.99
22043,Pants,Ben Sherman Men's Ec1 Slim-Fit Chino Pant,Ben Sherman,Men,4,62.57,129
22044,Pants,Earnest Sewn Men's Fulton Twill Pant,Earnest Sewn,Men,1,77.52,175
22045,Pants,Ed Garments Men's Pleated Pant. 2677,Ed Garments,Men,7,16.07,32.99
22046,Pants,Haggar Men's Luxury Gabardine Ultimate Comfort Pleated Cuffed Dress Pant,Haggar,Men,6,16.3,35.74
22047,Pants,Tru-Spec 65/35 Polyester cotton rip-stop Teflon coated 24-7 Series Pants,Tru-Spec,Men,2,21.93,47.99
22048,Pants,Armani Exchange Relaxed Logo Pant,A:X Armani Exchange,Men,8,37.93,88
22049,Pants,Kenneth Cole Reaction Men's Tonal Herringbone Dress Pant,Kenneth Cole REACTION,Men,1,21.6,44.99
22050,Pants,Haband Wrinkle Resistant Dress Pants Flat Front Slacks For Men,Haband,Men,5,5.24,11.99
22051,Pants,Polo Ralph Lauren Mens Grey Flannel Flat Front Dress Pants Italian Fabric,Polo Ralph Lauren,Men,2,30.8,69.99
22052,Pants,Canterbury Of New Zealand Men's Newman Moleskin Five Pocket Pant,Canterbury of New Zealand,Men,1,31.95,69
22053,Pants,Bullhead Mens Gravels Slim Twill Pants,Bullhead,Men,10,21.78,49.5
22054,Pants,Original ratcatcher Moleskin Pants / Plain Lovat,Orvis,Men,8,58.31,129
22055,Pants,Allegra K Mens Korea Casual Zip Fly NEW Stylish Slim Fit Straight Trousers White W31,Allegra K,Men,9,7.66,16.22
22056,Pants,Savane Men's Select Edition Crosshatch Pleated Dress Pant,Savane,Men,4,15.01,34.99
22057,Pants,Hurley Men's 84 Slim Denim Pant,Hurley,Men,1,32.57,69.45
22058,Pants,Louis Raphael ROSSO Men's Washable Wool Blend Herringbone Pattern Flat Front Dress Pant,Louis Raphael,Men,5,19.84,39.99
22059,Pants,J.C. Rags Men's Cargo Low Loose Fit Pant,J.C. Rags,Men,1,19.38,38.46
22060,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Hot Pink,Concitor,Men,2,14.2,29.95
22061,Pants,Harbor Bay Big & Tall Waist-Relaxer Flat-Front Twill Pants,Harbor Bay,Men,7,21.15,45
22062,Pants,LCW Linen and Cotton Casual Dress Pants Single Pleat - Trousers For Men,LCW Men's,Men,3,8.69,17.99
22063,Pants,prAna Men's Santo Pant,prAna,Men,7,43.2,90
22064,Pants,Lucky Brand Mens 221 Original Straight Cord,Lucky Brand,Men,5,37.14,89.5
22065,Pants,Columbia Men's Tall Ultimate Roc Pant,Columbia,Men,6,32.15,74.95
22066,Pants,RSQ London Mens Skinny Pants,RSQ,Men,3,19.78,39.95
22067,Pants,Savane Big and Tall Plain Front Flex Waist Dress Pant - Navy,Savane,Men,4,27.17,54.99
22068,Pants,KAVU Men's Mason Pant,KAVU,Men,3,33.42,79.95
22069,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Purple Indigo,Concitor,Men,2,13.06,29.95
22070,Pants,American Apparel California Fleece Slim Fit Pant,American Apparel,Men,8,15.73,36
22071,Pants,Original Penguin Men's Heritage Fit Pant,Original Penguin,Men,2,36.67,89
22072,Pants,Polo Ralph Lauren Mens Big & Tall Cargo Pants,Polo Ralph Lauren,Men,2,46.16,98
22073,Pants,Bullhead Mens Dillon Skinny Chino Ducky Tan Pants,Bullhead,Men,10,22.28,49.5
22074,Pants,Lee Men Custom Fit Flat Front Pant - Black,Lee,Men,5,12.92,30.9
22075,Pants,Wrangler Rugged Wear Men's Relaxed Fit Casual Pant with Teflon Coating Navy,Wrangler,Men,7,15.07,31.99
22076,Pants,Savane Big and Tall Plain Front Flex Waist Dress Pant - Black,Savane,Men,4,26.4,54.99
22077,Pants,Perry Ellis Men's 5 Pocket Solid Wash Oxford Pant,Perry Ellis,Men,6,23.5,48.65
22078,Pants,Nautica Big & Tall Rigger Pleated Pants,Nautica,Men,8,33.95,69
22079,Pants,Haggar Men's Life Khaki Straight Fit Flat Front Utility Pant,Haggar,Men,6,16.68,36.99
22080,Pants,Ed Garments Men's Easy Fit Pleated Pant. 2678,Ed Garments,Men,7,19.13,42.99
22081,Pants,Haggar Mens Renew Chino Plain Front Casual Pant,Haggar,Men,6,15.02,29.99
22082,Pants,Ed Garments Men's Flat Front Brass Zipper Pant. 2510,Ed Garments,Men,7,19.18,40.99
22083,Pants,Dickies Men's Young Adult Sized Pleated Front Pant,Dickies,Men,1,13.79,27.97
22084,Pants,Louis Raphael LUXE Men's 100% Worsted Wool Micro Tic Pleated Hidden Extension Dress Pant,Louis Raphael,Men,5,26.97,57.99
22085,Pants,Wolverine Men's Utility Pant,Wolverine,Men,1,20.7,46
22086,Pants,Allegra K Men Ivory Belt Loop Checked Trim Trousers Casual Pants W33,Allegra K,Men,9,6.31,15.16
22087,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Yellow,Concitor,Men,2,13.93,29.95
22088,Pants,Dickies WP803 Men's Skinny Straight Fit Twill Work Pant,Dickies,Men,1,16,34.94
22089,Pants,Wolverine Men's Mechanic Pant,Wolverine,Men,1,23.64,47
22090,Pants,Dockers Men's Stain Defender D3 Classic Fit Pleat Pant,Dockers,Men,7,18.83,36.99
22091,Pants,Louis Raphael LUXE Men's 100% Washable Wool Plaid Pleated Comfort Waist Dress Pant,Louis Raphael,Men,5,28.01,64.99
22092,Pants,StoneTouch #12211 Men's Military-Style Cargo Pants.,Stone Touch,Men,6,29.94,59.99
22093,Pants,Carhartt Men's Rugged Cargo Pant,Carhartt,Men,3,20.16,42.99
22094,Pants,G-Star Men's New Radar Tapered Pant,G-Star,Men,10,34.8,71.75
22095,Pants,RVCA Men's Americana Pant,RVCA,Men,8,22.54,49
22096,Pants,Men's Rubberized Waistband Tuxedo Pant,Ed Garments,Men,7,17.42,36.99
22097,Pants,Allegra K Mens 2012 NEW Casual Slim Half Front Slant Pockets Long Trousers Black W33,Allegra K,Men,9,6.92,15
22098,Pants,Kenneth Cole Reaction Mens Grey Stripe Suit Separate Pant,Kenneth Cole REACTION,Men,1,21.3,49.99
22099,Pants,Tripp Red Plaid Zip Skinny Pants,Hot Topic,Men,10,19.33,37.98
22100,Pants,Dockers Men's Limited Offer D1 Slim Fit Sateen Khaki Pant,Dockers,Men,7,23.9,49.99
22101,Pants,KingSize Big & Tall Jersey Knit Cargo Pants,KingSize,Men,4,24.02,49.94
22102,Pants,Dockers Men's Limited Offer D1 Herringbone Stripe Pant,Dockers,Men,7,24.5,49.99
22103,Pants,7 For All Mankind Men's The Standard Classics Straight Leg Corduroy,7 For All Mankind,Men,8,77.07,178
22104,Pants,Spyder Router Insulated Ski Pant Mens,Spyder,Men,4,71.98,149.95
22105,Pants,Mountain Khakis Men's Granite Creek Convertible,Mountain Khakis,Men,3,38.95,89.95
22106,Pants,555 Turnpike Big & TallTwill Cargo Pants,555 Turnpike,Men,1,21.25,50
22107,Pants,Dockers Men's Advantage 365 D3 Khaki Pleated Classic Fit Flat Front Pant,Dockers,Men,7,17.79,36.99
22108,Pants,CLASSROOM Men's Flat Front Pant,Classroom Uniforms,Men,8,13.45,28.74
22109,Pants,True Religion Men's Ricky Straight Overdyed Twill Pant,True Religion,Men,7,61.23,121.49
22110,Pants,Geoffrey Beene Men's Flat Front Extender Pant,Geoffrey Beene,Men,6,15.11,29.99
22111,Pants,Kenneth Cole Reaction Mens Pin Dot Suit Separate Pant,Kenneth Cole REACTION,Men,1,23.6,49.99
22112,Pants,Ed Garments Men's Pleated Value Rubberized Waistband Pant. 2695,Ed Garments,Men,7,16.87,34.99
22113,Pants,Haggar Men's Herringbone Pleat Front Cuff Suit Separate Pant,Haggar,Men,6,17.95,37.72
22114,Pants,G-Star Men's Co Rovic Loose Pant,G-Star,Men,10,73.35,150
22115,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Emerald Green,Concitor,Men,2,12.58,29.95
22116,Pants,Dockers Men's Limited Offer Slim Tapered Cargo Pant,Dockers,Men,7,27.18,59.99
22117,Pants,RVCA The All Time Chino Pants in Graphite,RVCA,Men,8,27.84,58
22118,Pants,Haggar Men's Nailshead Texture Plain Front Dress Pant,Haggar,Men,6,12.84,29.99
22119,Pants,Bullhead Mens Dillon Skinny Chino Blob Camo Pants,Bullhead,Men,10,24.99,59.5
22120,Pants,Bill's Khakis Original Twill Pants - M3 Style,Bill's Khakis,Men,4,55.25,125
22121,Pants,AG Adriano Goldschmied Men's Protege Staight Leg Corduroy Pant,AG Adriano Goldschmied,Men,4,53.31,105.99
22122,Pants,American Apparel Slim Slack,American Apparel,Men,8,34.26,74
22123,Pants,Geoffrey Beene Men's Pleated Dress Pant,Geoffrey Beene,Men,6,19.2,39.99
22124,Pants,Haggar Men Go-To Corduroys - Big Sizes,Haggar,Men,6,22.18,44.9
22125,Pants,FALCON BAY Full Elastic Waist Twill Pant #2270,Falcon Bay,Men,6,27.13,53.19
22126,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Pink,Concitor,Men,2,13.75,29.95
22127,Pants,Haggar Mens Enterprise Micro Grid Plain Front Straight Fit Suit Pant,Haggar,Men,6,26.84,55
22128,Pants,AG Adriano Goldschmied Men's Protege Straight Leg Twill Pant In Dark Grey,AG Adriano Goldschmied,Men,4,64.68,139.99
22129,Pants,DKNY Mens Dress Pants,DKNY,Men,4,16.36,32.99
22130,Pants,Armani Exchange Roll Up Utility Pant,A:X Armani Exchange,Men,8,42.24,88
22131,Pants,J.C. Rags Men's Cargo Pant,J.C. Rags,Men,1,16.61,34.61
22132,Pants,Perry Ellis Men's Herringbone Pant,Perry Ellis,Men,6,13.44,26.57
22133,Pants,United Face Mens Classic Genuine Leather Dress Pants,United Face,Men,3,59.62,119
22134,Pants,Geoffrey Beene Men's Flat Front Extender Waist Dress Pant,Geoffrey Beene,Men,6,14.28,29.99
22135,Pants,Woolrich Men's Elite Long Sleeve Polo,Woolrich,Men,8,22.34,49
22136,Pants,Haggar Men's C18 Broken Glen Plaid Straight Fit Flat Front Pant,Haggar,Men,6,20.61,44.99
22137,Pants,Perry Ellis Men's Portfolio Tonal Stripe Dress Pant,Perry Ellis,Men,6,10.91,24.91
22138,Pants,LCW Cargo Mens Cotton Chinos Dress Pant,LCW Men's,Men,3,8.24,17.99
22139,Pants,Royal Bones Plaid Overdye Super Skinny Pants,Hot Topic,Men,10,17.59,35.98
22140,Pants,Kenneth Cole Men's Five Pocket Strech Twill Pant,Kenneth Cole,Men,6,34.11,79.5
22141,Pants,Dockers Men's Big-Tall Iron Free Khaki Flat Front Pant,Dockers,Men,7,25.38,59.99
22142,Pants,Motony Men's Fashion Stylish Designed Chinos Straight Slim Fit Trousers Casual Long Pants,Motony,Men,2,14.24,31.99
22143,Pants,Geoffrey Beene Men's Double Pleat Performance Dress Pant,Geoffrey Beene,Men,6,15.15,34.99
22144,Pants,Ben Sherman Men's Ec1 5 Pocket 5 Pocket Trouser,Ben Sherman,Men,4,27.83,61.99
22145,Pants,Camouflage Cargo Pants Tiger Stripe Camo Vintage Fatigue Pants,ANS,Men,2,15.3,35.5
22146,Pants,World's Most Comfortable Wool-blend Pants / Pleated Charcoal Cuffed,Orvis,Men,8,54.44,129
22147,Pants,Big Men's Savane PLAIN FRONT Flex Waist Dress Pant - TAUPE,Savane,Men,4,24.58,54.99
22148,Pants,Carhartt Men's Weathered Twill Pant Relaxed Fit,Carhartt,Men,3,19.06,39.95
22149,Pants,Haggar Mens Multi Bead Stripe Plain Front Suit Pant,Haggar,Men,6,26.51,55
22150,Pants,Perry Ellis Men's Portfolio Slim Fit Flat Front Mini Stripe Pant,Perry Ellis,Men,6,25.34,49.99
22151,Pants,Allegra K Mens Casual 2012 NEW Fashion Drawstring Elastic Waist Sports Pants Light Gray W31,Allegra K,Men,9,9.68,19.21
22152,Pants,Louis Raphael LUXE Men's 100% Washable Herringbone Pleated Comfort Waist Dress Pant,Louis Raphael,Men,5,31.13,64.99
22153,Pants,Kenneth Cole Men's Herringbone Five Pocket Pant,Kenneth Cole,Men,6,25.39,53
22154,Pants,Kenneth Cole Reaction Men's Textured Stripe Modern Fit Flat Front Dress Pant,Kenneth Cole REACTION,Men,1,18.81,44.99
22155,Pants,SeV Convertible Travel Pants,Scottevest,Men,3,42.84,85
22156,Pants,Allegra K Mens 2012 NEW Skull Pattern Casual Sports Shorts Pants Light Gray W34,Allegra K,Men,9,6.14,13.73
22157,Pants,Haband STRETCH Corduroy 5-Pocket Flat Front Casual Dress Pants For Men,Haband,Men,5,7.3,14.99
22158,Pants,Big Men's Savane PLAIN FRONT Flex Waist Dress Pant - CHARCOAL,Savane,Men,4,22.71,54.99
22159,Pants,Haggar Performance Cool 18 Pleated Golf Pants,Haggar,Men,6,11.77,27.95
22160,Pants,Perry Ellis Men's Premium Tailored Modern Fit Flat Front Solid Pant,Perry Ellis,Men,6,25.88,59.5
22161,Pants,Volcom T.D.S. Pant - Men's,Volcom,Men,4,121.24,280
22162,Pants,Wesc Kelvin Chinos - Kombu Green,WESC,Men,7,41.6,87.95
22163,Pants,G-Star Men's Co Powel 3D Loose Tapered Pant,G-Star,Men,10,80.41,170
22164,Pants,Oak Hill Big & Tall Heritage Canvas Cargo Pants,Oak Hill,Men,3,30.16,65
22165,Pants,ambiguous Men's Lowcard Cord Pant,Ambiguous,Men,2,12.2,25
22166,Pants,World's Most Comfortable Cotton-blend Chinos / Plain,Orvis,Men,8,50.46,119
22167,Pants,ambiguous Men's Hacienda Dart Pant,Ambiguous,Men,2,30.3,60
22168,Pants,Harbor Bay Big & Tall Continuous Comfort Pleated Chinos,Harbor Bay,Men,7,24.04,55
22169,Pants,LRG The Vintage Field Cargo Pants in Dark Charcoal,LRG,Men,2,31.31,76
22170,Pants,Alfani Men's Chambray Flat Front Slim Fit Trouser Pants,Alfani,Men,10,24.4,50
22171,Pants,Allegra K Mens Casual Button Down Slim Fitted Straight Pants Trousers Medium Gray W30,Allegra K,Men,9,7.27,16.08
22172,Pants,Ed Garments Men's Waistband Pleated Dress Pant. 2620,Ed Garments,Men,7,27.87,60.99
22173,Pants,J.Lindeberg Men's Troyan Reg Micro Twill Pant,J.Lindeberg,Men,7,66.68,139.5
22174,Pants,Fred Perry Men's Chino Pant,Fred Perry,Men,8,49.62,112
22175,Pants,Allegra K Men Belt Loop Slant Pockets Button Closure Baggy Pants Black W33,Allegra K,Men,9,9.31,22.02
22176,Pants,G-Star Men's Cm Rovic Tapered Pant,G-Star,Men,10,40.37,86.08
22177,Pants,Kenneth Cole Reaction Mens Black Tic Suit Separate Pant,Kenneth Cole REACTION,Men,1,23.6,49.99
22178,Pants,Canyon Ridge Big & Tall Jersey Pants,Canyon Ridge,Men,1,12.66,30
22179,Pants,Element Young men's Howland Pant,Element,Men,9,24.7,49.5
22180,Pants,Knightsbridge Comfort Wool Mens Dress Pants Expandable Waist Resists Wrinkles Flat Front,Knightsbridge of Canada,Men,2,19.42,39.95
22181,Pants,Rip Curl Men's Constant Pant,Rip Curl,Men,1,19.11,41.99
22182,Pants,Oneill Men's Contact Pant,O'Neill,Men,8,10.58,25
22183,Pants,Quiksilver Young Men's Dane 2 New Slim Tapered Fit Pant,Quiksilver,Men,9,25.88,59.5
22184,Pants,IZOD Men's American Chino Straight Fit Pant,IZOD,Men,4,25.29,59.5
22185,Pants,Dickies Mens Relaxed Straight Fit Pant,Dickies,Men,1,12.51,29.99
22186,Pants,Haggar Men's Standard Khaki Plain Front Chino Casual Pant,Haggar,Men,6,16.9,34.99
22187,Pants,Haband Stretch Mens Knit Dress Pants - Flat Front,Haband,Men,5,6.11,13.99
22188,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Orange,Concitor,Men,2,12.34,29.95
22189,Pants,Dickies WP874 Men's Regular Straight Fit Ring Spun Work Pant,Dickies,Men,1,12.15,29
22190,Pants,G-Star Men's CL New Omega Arc Tapered Pant,G-Star,Men,10,78.25,153.43
22191,Pants,Geoffrey Beene Men's Cross Plaid Flat Front Dress Pant,Geoffrey Beene,Men,6,18.36,39.99
22192,Pants,Perry Ellis Men's Portfolio Solid Herringbone Flat Front Dress Pant,Perry Ellis,Men,6,16.05,37.5
22193,Pants,Geoffrey Beene Men's Charcoal Solid Suit Separate Pant,Geoffrey Beene,Men,6,21.17,50.88
22194,Pants,Louis Raphael Men's Total Comfort Wool Houndstooth Pattern Pleated Dress Pant,Louis Raphael,Men,5,28.21,64.99
22195,Pants,Calvin Klein Sportswear Men's Coated Ultra Slim Pant,Calvin Klein,Men,3,21.2,42.74
22196,Pants,G-Star Men's CL Bronson Slim Chino Pant,G-Star,Men,10,46.47,99.72
22197,Pants,Bullhead Mens Dillon Skinny Chino Dark Shadow Pants,Bullhead,Men,10,16.22,31.99
22198,Pants,Haggar Men's Broken Twill 5-Pocket Straight Fit Plain Front Pant,Haggar,Men,6,10.03,19.99
22199,Pants,Earnest Sewn Men's Fulton Straight Leg Corduroy Pant,Earnest Sewn,Men,1,81.49,176
22200,Pants,Allegra K Mens Casual Sporty Hip Hop Harem Baggy Sport Sweat Pants Trousers Gray W31,Allegra K,Men,9,5.68,12.38
22201,Pants,Calvin Klein Sportswear Men's Luxe Twill Dylan Pant,Calvin Klein,Men,3,40.28,89.5
22202,Pants,ALPINESTARS Men's Shifter Corduroy Pant,Alpinestars,Men,6,13.37,26.63
22203,Pants,Tripp Black And Blue Strap Pants,Tripp NYC,Men,1,36.13,85
22204,Pants,Men's 100% Virgin Wool Super Gabardine Navy Dress Pants,Cianni,Men,5,20.53,49.95
22205,Pants,Billabong Outsider Chino Pant - Men's,Billabong,Men,9,26.49,64.45
22206,Pants,Fuzzdandy - Mens Bootcut Flared Cords 30 32 34 36,Fuzzdandy,Men,3,32.7,67
22207,Pants,DC Men's Straight Corduroy Pant,DC,Men,4,31.59,65
22208,Pants,Columbia Men's Porter Falls Pant,Columbia,Men,6,31.79,65
22209,Pants,Canyon Ridge Big & Tall Corduroy Pants,Canyon Ridge,Men,1,23.35,50
22210,Pants,Louis Raphael Men's Modern Fit Blend Solid Dress Pant,Louis Raphael,Men,5,25.04,49.99
22211,Pants,True Religion Men's Mens Cargo Poplin Pant,True Religion,Men,7,41.44,85.1
22212,Pants,Allegra K Mens Stylish Slant Pockets Front Zip Fly Slim Faux Leather Pants Black W31,Allegra K,Men,9,8.99,19.21
22213,Pants,Geoffrey Beene Men's Flat Front Stretch Waist Dress Pant,Geoffrey Beene,Men,6,16.68,39.99
22214,Pants,North River Men's Flannel Black Powder Lounge Pants,North River,Men,4,9.64,19.99
22215,Pants,Kenneth Cole Men's Mini Check Pattern Five Pocket Pant,Kenneth Cole,Men,6,23.25,49.99
22216,Pants,Polo Ralph Lauren Mens Green Corduroy Pants Italy,Polo Ralph Lauren,Men,2,21.75,49.99
22217,Pants,Paul Fredrick 100% Wool Gabardine Wrinkle \ Stain Resistant Pleated Front Pant,Paul Fredrick,Men,5,47.09,109.5
22218,Pants,Dockers Men's Never Iron Essential Khaki D3 Classic Fit Flat Front Pant,Dockers,Men,7,25.26,59.99
22219,Pants,Tru-Spec 24-7 Heavyweight Tactical Pants Black,Tru-Spec,Men,2,25.99,57.63
22220,Pants,AG Adriano Goldschmied Men's Protege Straight Leg Pant,AG Adriano Goldschmied,Men,4,81.14,176
22221,Pants,Concitor Men's Dress Pants Slacks Flat Front Trousers Royal Blue,Concitor,Men,2,14.14,29.95
22222,Pants,Allegra K Men Belt Loop Multi Pocket Zip Fly Suit Pants Solid Black W31,Allegra K,Men,9,6.79,15.33
22223,Pants,Allegra K Men Slim Fit Back 2-pocket Belt Loop Straight Suit Pants Gray W31,Allegra K,Men,9,8.09,16.06
22224,Pants,Supercords / Pleated Front Light Brown Cuffed,Orvis,Men,8,74.46,179
22225,Pants,Toddland Men's Greatest In The Universe Pant,Toddland,Men,6,26.68,58
22226,Pants,Christian Audigier Men's Commander Skinny Chinos Pants,Christian Audigier,Men,3,6.42,14.99
22227,Pants,Quiksilver Waterman Men's Traveler Pant,Quiksilver,Men,9,30.02,69.5
22228,Pants,Allegra K Mens Casual Button Down 2012 NEW Stylish Straight Trousers Pants Off White W33,Allegra K,Men,9,7.38,15.64
22229,Pants,JERZEES SUPER SWEATS - Sweatpant with Pockets.,Jerzees,Men,3,11.82,23.64
22230,Pants,Enro Non Iron Big and Tall Pleated Pant,Enro,Men,3,33,75
22231,Pants,7 For All Mankind Men's Austyn Relaxed Straight Leg Corduroy,7 For All Mankind,Men,8,83.48,178
22232,Pants,American Apparel Cotton Twill Travel Pant,American Apparel,Men,8,24.42,58
22233,Pants,G-Star Men's Arc 3D Loose Tapered Braces Pant,G-Star,Men,10,30.61,72.7
22234,Pants,Perry Ellis Microfiber Big Mens Dress Pant Black,Savane,Men,4,13.45,29.88
22235,Pants,Dockers Big & Tall Flat-Front Twill Pants,Dockers,Men,7,32.95,65
22236,Pants,Ted Baker Men's Winchin Casual Chino Pant,Ted Baker,Men,3,33.38,78.92
22237,Pants,Allegra K Mens Trendy Casual Button Down 2012 NEW Stylish Straight Trousers Army Green W33,Allegra K,Men,9,6.53,15.09
22238,Pants,Jonathan Quale Big and Tall Corduroy Pants,CORDOVAN & GREY,Men,2,28.79,65
22239,Pants,Tripp Black And White Chain Pants,Tripp NYC,Men,1,39.87,85
22240,Pants,IZOD Men's Ultimate Travel Pant,IZOD,Men,4,29.4,69.5
22241,Pants,Savane Men's Flat Front No-Iron Twill Pant,Savane,Men,4,17.16,39.99
22242,Pants,Tru-Spec 60/40 Cotton Polyester Basic BDU Pants,Tru-Spec,Men,2,12.49,24.99
22243,Pants,Savane Men's Eco-start Khaki Pant,Savane,Men,4,12.93,29.99
22244,Pants,Haggar Men's Flex Gabardine Solid Plain Front Dress Pant,Haggar,Men,6,17.13,36.99
22245,Pants,Altamont Men's Alameda Overdye Pant,Altamont,Men,1,25.98,58
22246,Pants,Microfiber Travel Pants With Hidden Pockets / Pleated Tan Cuffed,Orvis,Men,8,46.94,98
22247,Pants,Concitor Men's Purple Indigo Pants Linen Cotton Flat Front Slacks,Concitor,Men,2,14.44,29.95
22248,Pants,Oneill Men's Steadfast Cord Pant,O'Neill,Men,8,27.16,62
22249,Pants,Tru-Spec Waterproof ECWS Pants,Tru-Spec,Men,2,45.88,108.99
22250,Pants,Polo Ralph Lauren Men's Navy Silk Cotton Linen Pleated Golf Pants,Polo Ralph Lauren,Men,2,69.17,145
22251,Pants,Joseph Abboud Men's Herringbone Flat Front Dress Pant,Joseph Abboud,Men,5,40.5,89.99
22252,Pants,Allegra K Mens Slim Fit Casual Button up NEW Trendy Straight Trousers Medium Khaki W31,Allegra K,Men,9,7.49,16.22
22253,Pants,Louis Raphael Men's Modern Fit Window Flat Front Dress Pant,Louis Raphael,Men,5,18.56,39.99
22254,Pants,Dockers Men's Urban Refined Khaki D2 Straight Fit Flat Front Pant,Dockers,Men,7,20.6,49.99
22255,Pants,Foothills Cargo Pants Khaki,Orvis,Men,8,53.66,129
22256,Pants,Kenneth Cole Men's End On End Pant,Kenneth Cole,Men,6,38.96,79.5
22257,Pants,Allegra K 2012 NEW Men Slant Pockets Elasticated Waist Stylish Woodland Camouflage Pants W32,Allegra K,Men,9,8.54,19.82
22258,Pants,Red Kap Men's Wrinkle Resistant Cargo Pant 100% Cotton 8oz Twill TouchTex,Red Kap,Men,6,13.92,31.07
